model,phase,task,class,stage,experiment,metric,value,n,source_path,source_md5,notes
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,mean_delta_ld[L30_mlp|alpha_0.5],0.013298,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_flipped[L30_mlp|alpha_0.5],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_edit_correct[L30_mlp|alpha_0.5],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,mean_delta_ld[L30_mlp|alpha_1.0],0.029255,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_flipped[L30_mlp|alpha_1.0],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_edit_correct[L30_mlp|alpha_1.0],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,mean_delta_ld[L30_mlp|alpha_2.0],0.038564,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_flipped[L30_mlp|alpha_2.0],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_edit_correct[L30_mlp|alpha_2.0],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,mean_delta_ld[L50_mlp|alpha_0.5],0.025266,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_flipped[L50_mlp|alpha_0.5],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_edit_correct[L50_mlp|alpha_0.5],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,mean_delta_ld[L50_mlp|alpha_1.0],0.011968,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_flipped[L50_mlp|alpha_1.0],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_edit_correct[L50_mlp|alpha_1.0],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,mean_delta_ld[L50_mlp|alpha_2.0],-0.038564,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_flipped[L50_mlp|alpha_2.0],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_edit_correct[L50_mlp|alpha_2.0],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,mean_delta_ld[L77_mlp|alpha_0.5],-0.579787,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_flipped[L77_mlp|alpha_0.5],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_edit_correct[L77_mlp|alpha_0.5],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,mean_delta_ld[L77_mlp|alpha_1.0],-1.158245,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_flipped[L77_mlp|alpha_1.0],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_edit_correct[L77_mlp|alpha_1.0],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,mean_delta_ld[L77_mlp|alpha_2.0],-2.288564,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_flipped[L77_mlp|alpha_2.0],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_edit_correct[L77_mlp|alpha_2.0],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,mean_delta_ld[L78_mlp|alpha_0.5],-1.602394,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_flipped[L78_mlp|alpha_0.5],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_edit_correct[L78_mlp|alpha_0.5],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,mean_delta_ld[L78_mlp|alpha_1.0],-3.280585,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_flipped[L78_mlp|alpha_1.0],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_edit_correct[L78_mlp|alpha_1.0],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,mean_delta_ld[L78_mlp|alpha_2.0],-6.865691,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_flipped[L78_mlp|alpha_2.0],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,ibp_correct_direction_subtraction,n_edit_correct[L78_mlp|alpha_2.0],0,47,Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_cases_all,20,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,mean_random_ctrl_delta_ld,0.0,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_flipped[random_ctrl],2,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,"delta<0 count, informational"
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,mean_delta_ld[L30_mlp|alpha_0.5],0.04219,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_flipped[L30_mlp|alpha_0.5],0,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_edit_correct[L30_mlp|alpha_0.5],0,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,mean_delta_ld[L30_mlp|alpha_1.0],0.041405,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_flipped[L30_mlp|alpha_1.0],0,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_edit_correct[L30_mlp|alpha_1.0],0,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,mean_delta_ld[L30_mlp|alpha_2.0],0.06328,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_flipped[L30_mlp|alpha_2.0],0,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_edit_correct[L30_mlp|alpha_2.0],0,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,mean_delta_ld[L50_mlp|alpha_0.5],0.054685,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_flipped[L50_mlp|alpha_0.5],0,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_edit_correct[L50_mlp|alpha_0.5],0,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,mean_delta_ld[L50_mlp|alpha_1.0],0.079685,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_flipped[L50_mlp|alpha_1.0],0,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_edit_correct[L50_mlp|alpha_1.0],0,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,mean_delta_ld[L50_mlp|alpha_2.0],0.116405,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_flipped[L50_mlp|alpha_2.0],0,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_edit_correct[L50_mlp|alpha_2.0],0,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,mean_delta_ld[L77_mlp|alpha_0.5],-0.50469,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_flipped[L77_mlp|alpha_0.5],0,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_edit_correct[L77_mlp|alpha_0.5],0,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,mean_delta_ld[L77_mlp|alpha_1.0],-1.04922,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_flipped[L77_mlp|alpha_1.0],0,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_edit_correct[L77_mlp|alpha_1.0],0,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,mean_delta_ld[L77_mlp|alpha_2.0],-2.141405,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_flipped[L77_mlp|alpha_2.0],0,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_edit_correct[L77_mlp|alpha_2.0],0,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,mean_delta_ld[L78_mlp|alpha_0.5],-1.447655,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_flipped[L78_mlp|alpha_0.5],1,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_edit_correct[L78_mlp|alpha_0.5],1,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,mean_delta_ld[L78_mlp|alpha_1.0],-2.90547,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_flipped[L78_mlp|alpha_1.0],1,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_edit_correct[L78_mlp|alpha_1.0],1,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,mean_delta_ld[L78_mlp|alpha_2.0],-6.00547,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_flipped[L78_mlp|alpha_2.0],3,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,ibp_error_direction_subtraction,n_edit_correct[L78_mlp|alpha_2.0],3,20,Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_correct_mean_patch,n_cases_all,20,20,Llama/heldout_IBP/s07_patching/ibp_error_correct_mean_patch.json,da822f19d80e8e589384a319856d9791,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_correct_mean_patch,mean_delta_ld[L30_mlp],0.178125,20,Llama/heldout_IBP/s07_patching/ibp_error_correct_mean_patch.json,da822f19d80e8e589384a319856d9791,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_correct_mean_patch,n_flipped[L30_mlp],1,20,Llama/heldout_IBP/s07_patching/ibp_error_correct_mean_patch.json,da822f19d80e8e589384a319856d9791,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_correct_mean_patch,mean_delta_ld[L50_mlp],0.228905,20,Llama/heldout_IBP/s07_patching/ibp_error_correct_mean_patch.json,da822f19d80e8e589384a319856d9791,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_correct_mean_patch,n_flipped[L50_mlp],0,20,Llama/heldout_IBP/s07_patching/ibp_error_correct_mean_patch.json,da822f19d80e8e589384a319856d9791,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_correct_mean_patch,mean_delta_ld[L76_mlp],-1.271875,20,Llama/heldout_IBP/s07_patching/ibp_error_correct_mean_patch.json,da822f19d80e8e589384a319856d9791,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_correct_mean_patch,n_flipped[L76_mlp],1,20,Llama/heldout_IBP/s07_patching/ibp_error_correct_mean_patch.json,da822f19d80e8e589384a319856d9791,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_correct_mean_patch,mean_delta_ld[L77_mlp],-2.79375,20,Llama/heldout_IBP/s07_patching/ibp_error_correct_mean_patch.json,da822f19d80e8e589384a319856d9791,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_correct_mean_patch,n_flipped[L77_mlp],2,20,Llama/heldout_IBP/s07_patching/ibp_error_correct_mean_patch.json,da822f19d80e8e589384a319856d9791,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_correct_mean_patch,mean_delta_ld[L78_mlp],-6.33457,20,Llama/heldout_IBP/s07_patching/ibp_error_correct_mean_patch.json,da822f19d80e8e589384a319856d9791,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_correct_mean_patch,n_flipped[L78_mlp],5,20,Llama/heldout_IBP/s07_patching/ibp_error_correct_mean_patch.json,da822f19d80e8e589384a319856d9791,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_reverse_patch,n_cases_all,47,47,Llama/heldout_IBP/s07_patching/ibp_error_reverse_patch.json,a5ec126fe0bf01a8bad5808abc8609c8,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_reverse_patch,mean_delta_ld[L30_mlp],-0.103723,47,Llama/heldout_IBP/s07_patching/ibp_error_reverse_patch.json,a5ec126fe0bf01a8bad5808abc8609c8,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_reverse_patch,n_broken[L30_mlp],0,47,Llama/heldout_IBP/s07_patching/ibp_error_reverse_patch.json,a5ec126fe0bf01a8bad5808abc8609c8,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_reverse_patch,n_edit_correct[L30_mlp],0,47,Llama/heldout_IBP/s07_patching/ibp_error_reverse_patch.json,a5ec126fe0bf01a8bad5808abc8609c8,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_reverse_patch,mean_delta_ld[L77_mlp],-3.575798,47,Llama/heldout_IBP/s07_patching/ibp_error_reverse_patch.json,a5ec126fe0bf01a8bad5808abc8609c8,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_reverse_patch,n_broken[L77_mlp],0,47,Llama/heldout_IBP/s07_patching/ibp_error_reverse_patch.json,a5ec126fe0bf01a8bad5808abc8609c8,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_reverse_patch,n_edit_correct[L77_mlp],0,47,Llama/heldout_IBP/s07_patching/ibp_error_reverse_patch.json,a5ec126fe0bf01a8bad5808abc8609c8,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_reverse_patch,mean_delta_ld[L78_mlp],-7.581117,47,Llama/heldout_IBP/s07_patching/ibp_error_reverse_patch.json,a5ec126fe0bf01a8bad5808abc8609c8,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_reverse_patch,n_broken[L78_mlp],0,47,Llama/heldout_IBP/s07_patching/ibp_error_reverse_patch.json,a5ec126fe0bf01a8bad5808abc8609c8,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_reverse_patch,n_edit_correct[L78_mlp],0,47,Llama/heldout_IBP/s07_patching/ibp_error_reverse_patch.json,a5ec126fe0bf01a8bad5808abc8609c8,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_signmatched_patch,n_questions_meta,20,20,Llama/heldout_IBP/s07_patching/ibp_error_signmatched_patch.json,0a2d00e028e8e8727064adb071bd29ef,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_signmatched_patch,n_cases_all,20,20,Llama/heldout_IBP/s07_patching/ibp_error_signmatched_patch.json,0a2d00e028e8e8727064adb071bd29ef,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_signmatched_patch,mean_baseline_ld,15.4,20,Llama/heldout_IBP/s07_patching/ibp_error_signmatched_patch.json,0a2d00e028e8e8727064adb071bd29ef,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_signmatched_patch,mean_delta_ld[L30_mlp],0.31953,20,Llama/heldout_IBP/s07_patching/ibp_error_signmatched_patch.json,0a2d00e028e8e8727064adb071bd29ef,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_signmatched_patch,n_fixed[L30_mlp],1,20,Llama/heldout_IBP/s07_patching/ibp_error_signmatched_patch.json,0a2d00e028e8e8727064adb071bd29ef,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_signmatched_patch,mean_delta_ld[L50_mlp],-1.446875,20,Llama/heldout_IBP/s07_patching/ibp_error_signmatched_patch.json,0a2d00e028e8e8727064adb071bd29ef,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_signmatched_patch,n_fixed[L50_mlp],0,20,Llama/heldout_IBP/s07_patching/ibp_error_signmatched_patch.json,0a2d00e028e8e8727064adb071bd29ef,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_signmatched_patch,mean_delta_ld[L76_mlp],-1.729685,20,Llama/heldout_IBP/s07_patching/ibp_error_signmatched_patch.json,0a2d00e028e8e8727064adb071bd29ef,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_signmatched_patch,n_fixed[L76_mlp],0,20,Llama/heldout_IBP/s07_patching/ibp_error_signmatched_patch.json,0a2d00e028e8e8727064adb071bd29ef,
Llama-3.3-70B,heldout,ibp,error,s07_patching,ibp_error_signmatched_patch,mean_delta_ld[L77_mlp],1.025,20,Llama/heldout_IBP/s07_patching/ibp_error_signmatched_patch.json,0a2d00e028e8e8727064adb071bd29ef,
