path,md5,size,category,schema_kind,model,phase,task,class,stage,n_cases,n_metrics,note
Mistral-Small-24B/heldout_DET_correct_deepsign/s05_ablations/det_4x4_correct_deepsign_expE_prime_joint_mean_ablation.json,1d478689ec896e0e4f7db2e5c6f2a6af,107033,results,s05_joint,Mistral-Small-24B,heldout,det,correct,s05_ablations,123,3,
Mistral-Small-24B/heldout_DET_correct_deepsign/s06_direction_subtraction/det_4x4_correct_deepsign_expG_prime_bias_subtraction.json,7021515f9f7f1f000f2ceba033178be5,370422,results,s06_edits,Mistral-Small-24B,heldout,det,correct,s06_direction_subtraction,121,57,
Mistral-Small-24B/heldout_DET_correct_deepsign/s06_direction_subtraction/det_4x4_correct_deepsign_expG_prime_bias_subtraction_a3.json,50d799690d12e7241a06f2d47841b965,148182,results,s06_edits,Mistral-Small-24B,heldout,det,correct,s06_direction_subtraction,121,19,
Mistral-Small-24B/heldout_DET_correct_deepsign/s08_c2_steering/det_4x4_correct_deepsign_c2_on_correct.json,f0dbfec50bbb9c3c4bf0a47612f9d31d,117404,results,meta_results,Mistral-Small-24B,heldout,det,correct,s08_c2_steering,2,23,
Mistral-Small-24B/heldout_DET_correct_deepsign/s09_judge/det_4x4_correct_deepsign_judge_crossdomain.json,55e0c1e1bdda551a7539100796ef67c0,113055,results,meta_results,Mistral-Small-24B,heldout,det,correct,s09_judge,2,23,
Mistral-Small-24B/heldout_DET_error/det_4x4_error_targets.json,ac586f87570abff98f0491e63b545e2e,502,config_targets,,Mistral-Small-24B,heldout,det,error,root,,0,
Mistral-Small-24B/heldout_DET_error/s01_logit_lens/det_4x4_error_expA_logit_lens.json,b9a563e9194978647c27eb5508e42ac2,184012,results,lens_standard,Mistral-Small-24B,heldout,det,error,s01_logit_lens,142,12,
Mistral-Small-24B/heldout_DET_error/s02_dla/det_4x4_error_expB_dla.json,eacd0bbed394bcad0a491f2850491f69,808520,results,dla_standard,Mistral-Small-24B,heldout,det,error,s02_dla,142,124,
Mistral-Small-24B/heldout_DET_error/s02_dla/det_4x4_error_exp_matched_dla.json,b7b5c9c91757681df267a974a2c34d37,339615,results,dla_standard,Mistral-Small-24B,heldout,det,error,s02_dla,142,124,
Mistral-Small-24B/heldout_DET_error/s04_projections/det_4x4_error_projections.json,d36c5043007a983793bddaa80986dd7d,76388,results,projections_meta,Mistral-Small-24B,heldout,det,error,s04_projections,2,2,
Mistral-Small-24B/heldout_DET_error/s05_ablations/det_4x4_error_expD_prime_mlp_mean_ablation.json,db89f2eb462f9bca4bc4b8e9d6c4002e,626010,results,s05_ablations,Mistral-Small-24B,heldout,det,error,s05_ablations,142,9,
Mistral-Small-24B/heldout_DET_error/s05_ablations/det_4x4_error_expE_prime_joint_mean_ablation.json,511693987c1f36cd57dd1d1c3022f0fd,118795,results,s05_joint,Mistral-Small-24B,heldout,det,error,s05_ablations,143,3,
Mistral-Small-24B/heldout_DET_error/s05b_head_ablation/det_4x4_error_exp_head_ablation.json,78b6b0eba514010721765348454647dc,259139,results,s05b_sites,Mistral-Small-24B,heldout,det,error,s05b_head_ablation,142,9,
Mistral-Small-24B/heldout_DET_error/s05b_head_ablation/det_4x4_error_exp_head_ablation_dry_run_report.json,72ccd35ba4ae8d05a287dc0c75b8eec8,3113,results,generic,Mistral-Small-24B,heldout,det,error,s05b_head_ablation,3,1,
Mistral-Small-24B/heldout_DET_error/s06_direction_subtraction/det_4x4_error_expG_prime_bias_subtraction.json,42d43f34f72905d4ee920a9d96bfd8a7,401980,results,s06_edits,Mistral-Small-24B,heldout,det,error,s06_direction_subtraction,132,57,
Mistral-Small-24B/heldout_DET_error/s06_direction_subtraction/det_4x4_error_expG_prime_bias_subtraction_a3.json,c4cf912a88223cd371333d079bacbb8d,160861,results,s06_edits,Mistral-Small-24B,heldout,det,error,s06_direction_subtraction,132,19,
Mistral-Small-24B/heldout_DET_error/s08_c2_steering/det_4x4_error_exp_combined_ablation.json,bf93a9c3d59149fcadab7fca6bf1bf8f,356011,results,meta_results,Mistral-Small-24B,heldout,det,error,s08_c2_steering,2,110,
Mistral-Small-24B/heldout_DET_error/s08_c2_steering/det_4x4_error_exp_ctrl_mag.json,69512069068aaf2d1800340cbba1ac24,229961,results,meta_results,Mistral-Small-24B,heldout,det,error,s08_c2_steering,2,70,
Mistral-Small-24B/heldout_DET_error/s09_judge/det_4x4_error_judge_candidates_armB.json,2520acb0cd8595f877d55b19fb87c18f,122444,results,meta_results,Mistral-Small-24B,heldout,det,error,s09_judge,2,23,
Mistral-Small-24B/heldout_IBP_correct_deepsign/ibp_correct_deepsign_targets.json,5e392e1a7ea5ccd3b9f0f2425818a8c4,477,config_targets,,Mistral-Small-24B,heldout,ibp,correct,root,,0,
Mistral-Small-24B/heldout_IBP_correct_deepsign/s01_logit_lens/ibp_correct_deepsign_expA_logit_lens.json,5f5823b436bdb882f42695c97a52b0a7,199397,results,lens_standard,Mistral-Small-24B,heldout,ibp,correct,s01_logit_lens,156,12,
Mistral-Small-24B/heldout_IBP_correct_deepsign/s02_dla/ibp_correct_deepsign_expB_dla.json,77cbf3ef94e4e53a88cd165aae156bbf,1565919,results,dla_standard,Mistral-Small-24B,heldout,ibp,correct,s02_dla,156,124,
Mistral-Small-24B/heldout_IBP_correct_deepsign/s02_dla/ibp_correct_deepsign_exp_matched_dla.json,3b77d68c78931aba233968564993a255,370071,results,dla_standard,Mistral-Small-24B,heldout,ibp,correct,s02_dla,156,124,
Mistral-Small-24B/heldout_IBP_correct_deepsign/s04_projections/ibp_correct_deepsign_projections.json,46cad1c8f69b1b34fae2476c183e6e4f,48858,results,projections_meta,Mistral-Small-24B,heldout,ibp,correct,s04_projections,2,2,
Mistral-Small-24B/heldout_IBP_correct_deepsign/s05_ablations/ibp_correct_deepsign_expD_prime_mlp_mean_ablation.json,27223fad24e1d2a87c250a83008887ac,686977,results,s05_ablations,Mistral-Small-24B,heldout,ibp,correct,s05_ablations,156,9,
Mistral-Small-24B/heldout_IBP_correct_deepsign/s05_ablations/ibp_correct_deepsign_expE_prime_joint_mean_ablation.json,48840b8cffc934ad44b990ac42d17db0,133528,results,s05_joint,Mistral-Small-24B,heldout,ibp,correct,s05_ablations,157,3,
Mistral-Small-24B/heldout_IBP_correct_deepsign/s06_direction_subtraction/ibp_correct_deepsign_expG_prime_bias_subtraction.json,a8acc0f1225c7eaa51e8654006e61f13,476510,results,s06_edits,Mistral-Small-24B,heldout,ibp,correct,s06_direction_subtraction,156,57,
Mistral-Small-24B/heldout_IBP_correct_deepsign/s06_direction_subtraction/ibp_correct_deepsign_expG_prime_bias_subtraction_a3.json,630e2c6f96c3d36c65ab447f79cc5b97,190639,results,s06_edits,Mistral-Small-24B,heldout,ibp,correct,s06_direction_subtraction,156,19,
Mistral-Small-24B/heldout_IBP_correct_deepsign/s08_c2_steering/ibp_correct_deepsign_c2_on_correct.json,268364e2751764a033b4337f80ac9e76,149657,results,meta_results,Mistral-Small-24B,heldout,ibp,correct,s08_c2_steering,2,23,
Mistral-Small-24B/heldout_IBP_correct_deepsign/s09_judge/ibp_correct_deepsign_judge_crossdomain.json,47acea9e113855381973ada26376960b,145064,results,meta_results,Mistral-Small-24B,heldout,ibp,correct,s09_judge,2,23,
Mistral-Small-24B/heldout_IBP_error/ibp_error_targets.json,2b3a2bc99ae59119b6c3fed1eb94ea33,498,config_targets,,Mistral-Small-24B,heldout,ibp,error,root,,0,
Mistral-Small-24B/heldout_IBP_error/s01_logit_lens/ibp_error_expA_logit_lens.json,4163b75f33bb66ec4de2d3db482407bc,90318,results,lens_standard,Mistral-Small-24B,heldout,ibp,error,s01_logit_lens,70,12,
Mistral-Small-24B/heldout_IBP_error/s02_dla/ibp_error_expB_dla.json,ef61f2c6d5337265921b159f670fa615,398304,results,dla_standard,Mistral-Small-24B,heldout,ibp,error,s02_dla,70,124,
Mistral-Small-24B/heldout_IBP_error/s02_dla/ibp_error_exp_matched_dla.json,e153e0656b76c1a8b9aefcd212ce1d8c,167118,results,dla_standard,Mistral-Small-24B,heldout,ibp,error,s02_dla,70,124,
Mistral-Small-24B/heldout_IBP_error/s04_projections/ibp_error_projections.json,cb1ad8ac094de0e69807aef2e3e45332,37595,results,projections_meta,Mistral-Small-24B,heldout,ibp,error,s04_projections,2,2,
Mistral-Small-24B/heldout_IBP_error/s05_ablations/ibp_error_expD_prime_mlp_mean_ablation.json,26e2190b959466debddb302ca9617eb4,277880,results,s05_ablations,Mistral-Small-24B,heldout,ibp,error,s05_ablations,70,8,
Mistral-Small-24B/heldout_IBP_error/s05_ablations/ibp_error_expE_prime_joint_mean_ablation.json,fcf6315ff16dbf791abb7d23e1b4e87f,60414,results,s05_joint,Mistral-Small-24B,heldout,ibp,error,s05_ablations,71,3,
Mistral-Small-24B/heldout_IBP_error/s05b_head_ablation/ibp_error_exp_head_ablation.json,64fd65c1cd58ec5dc0b13d50aa1777b7,127171,results,s05b_sites,Mistral-Small-24B,heldout,ibp,error,s05b_head_ablation,70,9,
Mistral-Small-24B/heldout_IBP_error/s05b_head_ablation/ibp_error_exp_head_ablation_dry_run_report.json,f17ea248c6ebd9ba11386611f387e52e,3111,results,generic,Mistral-Small-24B,heldout,ibp,error,s05b_head_ablation,3,1,
Mistral-Small-24B/heldout_IBP_error/s06_direction_subtraction/ibp_error_expG_prime_bias_subtraction.json,4cb10068a10fa2fe317070d6f68cc802,204007,results,s06_edits,Mistral-Small-24B,heldout,ibp,error,s06_direction_subtraction,67,57,
Mistral-Small-24B/heldout_IBP_error/s06_direction_subtraction/ibp_error_expG_prime_bias_subtraction_a3.json,08c423c19cd4db83dd957af32ba81b8a,81730,results,s06_edits,Mistral-Small-24B,heldout,ibp,error,s06_direction_subtraction,67,19,
Mistral-Small-24B/heldout_IBP_error/s08_c2_steering/ibp_error_exp_combined_ablation.json,34c70e1b64541150ea0efc18f7014117,180923,results,meta_results,Mistral-Small-24B,heldout,ibp,error,s08_c2_steering,2,110,
Mistral-Small-24B/heldout_IBP_error/s08_c2_steering/ibp_error_exp_ctrl_mag.json,a3d3b91f18417b12a1d399c991e1eec3,116907,results,meta_results,Mistral-Small-24B,heldout,ibp,error,s08_c2_steering,2,70,
Mistral-Small-24B/heldout_IBP_error/s09_judge/ibp_error_judge_candidates_armB.json,661624e8d4594e37db6c434363af890f,62163,results,meta_results,Mistral-Small-24B,heldout,ibp,error,s09_judge,2,23,
Mistral-Small-24B/raw_data_DET/discovery/mistral_det4x4_correct_train_discovery_n78_deepsign_rolematched.csv,d296ff0e6e17fe092820746e3f04f477,13252,raw_data,,n/a,n/a,n/a,n/a,n/a,,0,
Mistral-Small-24B/raw_data_DET/discovery/mistral_det4x4_error_train_discovery_n95.csv,daef1088489ce08b0b02017a2a6be8c1,546334,raw_data,,n/a,n/a,n/a,n/a,n/a,,0,
Mistral-Small-24B/raw_data_DET/heldout/mistral_det4x4_correct_validation_heldout_n122.csv,2f6a3eb0a860e12e635c967fcac77597,762538,raw_data,,n/a,n/a,n/a,n/a,n/a,,0,
Mistral-Small-24B/raw_data_DET/heldout/mistral_det4x4_error_validation_heldout_n142.csv,629bfef3a968143e7fdc7f023d5a75c0,807764,raw_data,,n/a,n/a,n/a,n/a,n/a,,0,
Mistral-Small-24B/raw_data_IBP/discovery/mistral_ibp_correct_train_discovery_n43_deepsign_rolematched.csv,1cd90eb9a73ce5330e1a0ae31b37563a,7738,raw_data,,n/a,n/a,n/a,n/a,n/a,,0,
Mistral-Small-24B/raw_data_IBP/discovery/mistral_ibp_error_train_discovery_n39.csv,e52dd7ac6448d4dae7fa20a02f211528,340734,raw_data,,n/a,n/a,n/a,n/a,n/a,,0,
Mistral-Small-24B/raw_data_IBP/heldout/mistral_ibp_correct_validation_heldout_n156.csv,f1480ebd448269a60bfbdaa04dc03299,1653229,raw_data,,n/a,n/a,n/a,n/a,n/a,,0,
Mistral-Small-24B/raw_data_IBP/heldout/mistral_ibp_error_validation_heldout_n70.csv,10d27835e8a26bf7c59efcfb7bd0d69d,595942,raw_data,,n/a,n/a,n/a,n/a,n/a,,0,
Mistral-Small-24B/targets_frozen_mistral.json,21db5f449ff82ed6fcbe0d1d83a34f58,3630,config_targets,,Mistral-Small-24B,n/a,n/a,n/a,root,,0,
Phi/arith_control/expA_logit_lens.json,f189dec854fe4b58f4ab3bbc22e4cc53,60099,results,lens_standard,Phi-4-14B,control,arith,n/a,root,48,12,
Phi/arith_control/expB_dla.json,a5f9da756c778d92e67129d62b7647f7,562548,results,dla_standard,Phi-4-14B,control,arith,n/a,root,48,124,
Phi/discovery_DET_correct_deepsign/det_4x4_correct_deepsign_targets.json,9dfd265a644d805cdb28a279025b421e,1951,config_targets,,Phi-4-14B,discovery,det,correct,root,,0,
Phi/discovery_DET_correct_deepsign/det_4x4_correct_deepsign_targets_autopick_backup.json,916e2ee690b01de780ef6a07b9287c20,1881,config_targets,,Phi-4-14B,discovery,det,correct,root,,0,
Phi/discovery_DET_correct_deepsign/s01_logit_lens/det_4x4_correct_deepsign_expA_logit_lens.json,2016abe14174083c558c976f0541a158,63500,results,lens_standard,Phi-4-14B,discovery,det,correct,s01_logit_lens,50,12,
Phi/discovery_DET_correct_deepsign/s02_dla/det_4x4_correct_deepsign_expB_dla.json,f2f0eec9025c66f60533b2a7f9cbe359,586537,results,dla_standard,Phi-4-14B,discovery,det,correct,s02_dla,50,124,
Phi/discovery_DET_correct_deepsign/s02_dla/det_4x4_correct_deepsign_exp_matched_dla.json,f28afd8220f902c22b783a6d1c142427,118430,results,dla_standard,Phi-4-14B,discovery,det,correct,s02_dla,50,124,
Phi/discovery_DET_correct_deepsign/s04_projections/det_4x4_correct_deepsign_projections.json,8036db7a5aec56b32e62a230085eae4b,16208,results,projections_meta,Phi-4-14B,discovery,det,correct,s04_projections,2,2,
Phi/discovery_DET_correct_deepsign/s05_ablations/det_4x4_correct_deepsign_expD_prime_mlp_mean_ablation.json,6d16e1fe04984b46c4db9485749837ee,274398,results,s05_ablations,Phi-4-14B,discovery,det,correct,s05_ablations,50,11,
Phi/discovery_DET_correct_deepsign/s05_ablations/det_4x4_correct_deepsign_expE_prime_joint_mean_ablation.json,2d4e7cb93798c4224bd872475fed3ea4,43646,results,s05_joint,Phi-4-14B,discovery,det,correct,s05_ablations,51,3,
Phi/discovery_DET_correct_deepsign/s06_direction_subtraction/det_4x4_correct_deepsign_expG_prime_bias_subtraction.json,b407d85bbad5cbcec93300b94b5613df,97682,results,s06_edits,Phi-4-14B,discovery,det,correct,s06_direction_subtraction,46,39,
Phi/discovery_DET_correct_deepsign/s08_c2_steering/det_4x4_correct_deepsign_c2_on_correct.json,3c3899a86e2264aecbd96879ae915f2c,48569,results,meta_results,Phi-4-14B,discovery,det,correct,s08_c2_steering,2,23,
Phi/discovery_DET_correct_deepsign/s09_judge/det_4x4_correct_deepsign_judge_crossdomain.json,aa8c1f1f58ce3267cc9eba4d469e27b3,43639,results,meta_results,Phi-4-14B,discovery,det,correct,s09_judge,2,23,
Phi/discovery_DET_error/det_4x4_error_targets.json,1d5ab501673bf2c11621cfd0f921faa8,1814,config_targets,,Phi-4-14B,discovery,det,error,root,,0,
Phi/discovery_DET_error/s01_logit_lens/det_4x4_error_expA_logit_lens.json,a2f51dce9fe3a15fcd6ca3af4bcf03e4,77379,results,lens_standard,Phi-4-14B,discovery,det,error,s01_logit_lens,61,12,
Phi/discovery_DET_error/s02_dla/det_4x4_error_expB_dla.json,9b0122793e1e4320b8e32a1a4418c568,715701,results,dla_standard,Phi-4-14B,discovery,det,error,s02_dla,61,124,
Phi/discovery_DET_error/s02_dla/det_4x4_error_exp_matched_dla.json,ba43030a7ed3c9250b0610c570179626,144717,results,dla_standard,Phi-4-14B,discovery,det,error,s02_dla,61,124,
Phi/discovery_DET_error/s04_projections/det_4x4_error_projections.json,4966c807a91e8fff40babcef5e5d2400,18980,results,projections_meta,Phi-4-14B,discovery,det,error,s04_projections,2,2,
Phi/discovery_DET_error/s05_ablations/det_4x4_error_expD_prime_mlp_mean_ablation.json,e741f55d37f489c74710b507fc3a5210,332137,results,s05_ablations,Phi-4-14B,discovery,det,error,s05_ablations,61,11,
Phi/discovery_DET_error/s05_ablations/det_4x4_error_expE_prime_joint_mean_ablation.json,b48d5b7e9c17f1bb3ca0575309a16ac6,54170,results,s05_joint,Phi-4-14B,discovery,det,error,s05_ablations,62,3,
Phi/discovery_DET_error/s05_ablations/det_4x4_error_expE_prime_randwin_seed42.json,496c1455bd71c175840f65ef2642040a,56534,results,s05_joint,Phi-4-14B,discovery,det,error,s05_ablations,62,3,
Phi/discovery_DET_error/s05_ablations/det_4x4_error_expE_prime_window_L24-39.json,cb2300efc57a5094b393ca420955e643,59759,results,s05_joint,Phi-4-14B,discovery,det,error,s05_ablations,62,3,
Phi/discovery_DET_error/s05_ablations/det_4x4_error_expE_prime_window_L30-39.json,b02fc5bf32933c13e26de36899f165ab,56717,results,s05_joint,Phi-4-14B,discovery,det,error,s05_ablations,62,3,
Phi/discovery_DET_error/s05_ablations/det_4x4_error_exp_adaptive_alpha_v2.json,4193a9fc5c45e933df5264ed890489cb,5540,results,generic,Phi-4-14B,discovery,det,error,s05_ablations,10,1,
Phi/discovery_DET_error/s05_ablations/det_4x4_error_exp_staircase_topk.json,001488fa4981fdaa6d5297b1791d063f,266039,results,generic,Phi-4-14B,discovery,det,error,s05_ablations,3,1,
Phi/discovery_DET_error/s05b_head_ablation/det_4x4_error_exp_head_L36H33_v3.json,b761cf9d00731bee08ba75fb454688ba,9573,results,percase_simple,Phi-4-14B,discovery,det,error,s05b_head_ablation,61,3,
Phi/discovery_DET_error/s05b_head_ablation/det_4x4_error_exp_head_ablation.json,3bfca29624a8a47523f3b804ed48525f,112253,results,s05b_sites,Phi-4-14B,discovery,det,error,s05b_head_ablation,61,9,
Phi/discovery_DET_error/s05b_head_ablation/det_4x4_error_exp_head_ablation_dry_run_report.json,2005b4160a1505b7c536fe271f864419,3120,results,generic,Phi-4-14B,discovery,det,error,s05b_head_ablation,3,1,
Phi/discovery_DET_error/s06_direction_subtraction/det_4x4_error_expG_prime_bias_subtraction_a5-8-12.json,54be2bac25b3bf8d0448e306958d7b57,146174,results,s06_edits,Phi-4-14B,discovery,det,error,s06_direction_subtraction,57,46,
Phi/discovery_DET_error/s08_c2_steering/det_4x4_error_exp_combined_ablation.json,315ab522c40cf1de34544dda922de945,155323,results,meta_results,Phi-4-14B,discovery,det,error,s08_c2_steering,2,110,
Phi/discovery_DET_error/s08_c2_steering/det_4x4_error_exp_ctrl_mag.json,64a2969bd123625cc2586e97de8768b2,100463,results,meta_results,Phi-4-14B,discovery,det,error,s08_c2_steering,2,70,
Phi/discovery_IBP_correct_deepsign/ibp_correct_deepsign_targets.json,6ab055936779f8d74254fa42c4ef1aa0,1658,config_targets,,Phi-4-14B,discovery,ibp,correct,root,,0,
Phi/discovery_IBP_correct_deepsign/ibp_correct_deepsign_targets_autopick_backup.json,5a31147e16b7341d05f386745bad5c8f,1588,config_targets,,Phi-4-14B,discovery,ibp,correct,root,,0,
Phi/discovery_IBP_correct_deepsign/s01_logit_lens/ibp_correct_deepsign_expA_logit_lens.json,cf1df54a3a44cc1048298fa763777448,63240,results,lens_standard,Phi-4-14B,discovery,ibp,correct,s01_logit_lens,50,12,
Phi/discovery_IBP_correct_deepsign/s02_dla/ibp_correct_deepsign_expB_dla.json,39874214dc90dfdeef8773e79c969959,586232,results,dla_standard,Phi-4-14B,discovery,ibp,correct,s02_dla,50,124,
Phi/discovery_IBP_correct_deepsign/s02_dla/ibp_correct_deepsign_exp_matched_dla.json,cf0c79cde1dc0cc5e7f723b289cd095a,118048,results,dla_standard,Phi-4-14B,discovery,ibp,correct,s02_dla,50,124,
Phi/discovery_IBP_correct_deepsign/s04_projections/ibp_correct_deepsign_projections.json,a59693e6e279558c1d54f237a6386a22,16074,results,projections_meta,Phi-4-14B,discovery,ibp,correct,s04_projections,2,2,
Phi/discovery_IBP_correct_deepsign/s05_ablations/ibp_correct_deepsign_expD_prime_mlp_mean_ablation.json,290609559a089a6b47b3f80bee95cc1e,275699,results,s05_ablations,Phi-4-14B,discovery,ibp,correct,s05_ablations,50,11,
Phi/discovery_IBP_correct_deepsign/s05_ablations/ibp_correct_deepsign_expE_prime_joint_mean_ablation.json,644d2965f5855c45834776b6d0449afd,42924,results,s05_joint,Phi-4-14B,discovery,ibp,correct,s05_ablations,51,3,
Phi/discovery_IBP_correct_deepsign/s06_direction_subtraction/ibp_correct_deepsign_expG_prime_bias_subtraction.json,0e555e1ced37497570586967d19739c6,105946,results,s06_edits,Phi-4-14B,discovery,ibp,correct,s06_direction_subtraction,50,39,
Phi/discovery_IBP_correct_deepsign/s08_c2_steering/ibp_correct_deepsign_c2_on_correct.json,4e18a9f4b6fea9cbd3d8f56328def84f,48712,results,meta_results,Phi-4-14B,discovery,ibp,correct,s08_c2_steering,2,23,
Phi/discovery_IBP_correct_deepsign/s09_judge/ibp_correct_deepsign_judge_crossdomain.json,9c77d9952e7dbefe2dfc0a781447429d,47401,results,meta_results,Phi-4-14B,discovery,ibp,correct,s09_judge,2,23,
Phi/discovery_IBP_error/ibp_error_targets.json,c79aa96667bee58c7d4fb96adcee3343,1321,config_targets,,Phi-4-14B,discovery,ibp,error,root,,0,
Phi/discovery_IBP_error/s01_logit_lens/ibp_error_expA_logit_lens.json,5d42da1fe63965038c06c4c499f38050,50325,results,lens_standard,Phi-4-14B,discovery,ibp,error,s01_logit_lens,40,11,
Phi/discovery_IBP_error/s02_dla/ibp_error_expB_dla.json,f073101f9687af511ff56d24833610e9,469422,results,dla_standard,Phi-4-14B,discovery,ibp,error,s02_dla,40,108,
Phi/discovery_IBP_error/s02_dla/ibp_error_exp_matched_dla.json,42f4a627688a30798ad6a149661f31d8,94861,results,dla_standard,Phi-4-14B,discovery,ibp,error,s02_dla,40,108,
Phi/discovery_IBP_error/s04_projections/ibp_error_projections.json,eb57d08dfcb4a2b54a01fe68ff25b286,12419,results,projections_meta,Phi-4-14B,discovery,ibp,error,s04_projections,2,2,
Phi/discovery_IBP_error/s05_ablations/ibp_error_expD_prime_mlp_mean_ablation.json,ab1e752f475d3dd9e3e3e3c55ca9b804,218038,results,s05_ablations,Phi-4-14B,discovery,ibp,error,s05_ablations,40,11,
Phi/discovery_IBP_error/s05_ablations/ibp_error_expE_prime_joint_mean_ablation.json,a32bf552fb083907f15c60b1df206707,35685,results,s05_joint,Phi-4-14B,discovery,ibp,error,s05_ablations,41,3,
Phi/discovery_IBP_error/s05_ablations/ibp_error_expE_prime_randwin_seed42.json,55699b2c2061d17de0863b32b336b3aa,38467,results,s05_joint,Phi-4-14B,discovery,ibp,error,s05_ablations,41,3,
Phi/discovery_IBP_error/s05_ablations/ibp_error_expE_prime_window_L24-39.json,ab1f7de66388f807d4f1e3ee4548a966,41258,results,s05_joint,Phi-4-14B,discovery,ibp,error,s05_ablations,41,3,
Phi/discovery_IBP_error/s05_ablations/ibp_error_expE_prime_window_L30-39.json,2a753df834981fcfc3bb99d78f9659c5,38352,results,s05_joint,Phi-4-14B,discovery,ibp,error,s05_ablations,41,3,
Phi/discovery_IBP_error/s05_ablations/ibp_error_exp_adaptive_alpha_v2.json,1c48aff8d9bfd8bc51f5d2a5a8101ce4,3264,results,generic,Phi-4-14B,discovery,ibp,error,s05_ablations,6,1,
Phi/discovery_IBP_error/s05_ablations/ibp_error_exp_staircase_topk.json,4fade8971cba53ea262fb801df37e59b,175571,results,generic,Phi-4-14B,discovery,ibp,error,s05_ablations,3,1,
Phi/discovery_IBP_error/s05b_head_ablation/ibp_error_exp_head_L36H33_v3.json,b26f5a0e22379925afed911b921de036,6225,results,percase_simple,Phi-4-14B,discovery,ibp,error,s05b_head_ablation,40,3,
Phi/discovery_IBP_error/s05b_head_ablation/ibp_error_exp_head_ablation.json,64ba20e32aded1bc0e7ba6ba95c07440,73224,results,s05b_sites,Phi-4-14B,discovery,ibp,error,s05b_head_ablation,40,9,
Phi/discovery_IBP_error/s06_direction_subtraction/ibp_error_expG_prime_bias_subtraction_a5-8-12.json,46b1510d61d5adb3b34d42369f98a8a9,102264,results,s06_edits,Phi-4-14B,discovery,ibp,error,s06_direction_subtraction,40,46,
Phi/discovery_IBP_error/s08_c2_steering/ibp_error_exp_combined_ablation.json,cadbb980abf8d537f83bb2d058a7c080,109081,results,meta_results,Phi-4-14B,discovery,ibp,error,s08_c2_steering,2,110,
Phi/discovery_IBP_error/s08_c2_steering/ibp_error_exp_ctrl_mag.json,eaf99477db635e5874012118bc25b8d0,70437,results,meta_results,Phi-4-14B,discovery,ibp,error,s08_c2_steering,2,70,
Phi/heldout_DET_correct_deepsign/det_4x4_correct_deepsign_targets.json,a1f122a5fdfbd16501e7138bcb7abdd0,3650,config_targets,,Phi-4-14B,heldout,det,correct,root,,0,
Phi/heldout_DET_correct_deepsign/s01_logit_lens/det_4x4_correct_deepsign_expA_logit_lens.json,0c0215f9af3c8b73cf62b7c29ed88d1a,189159,results,lens_standard,Phi-4-14B,heldout,det,correct,s01_logit_lens,149,12,
Phi/heldout_DET_correct_deepsign/s02_dla/det_4x4_correct_deepsign_expB_dla.json,25a5df59029be812754c9d6b1964c6de,1748600,results,dla_standard,Phi-4-14B,heldout,det,correct,s02_dla,149,124,
Phi/heldout_DET_correct_deepsign/s02_dla/det_4x4_correct_deepsign_exp_matched_dla.json,bc7c53e523b895a6c2b80cd1fa0283a6,353515,results,dla_standard,Phi-4-14B,heldout,det,correct,s02_dla,149,124,
Phi/heldout_DET_correct_deepsign/s04_projections/det_4x4_correct_deepsign_projections.json,28688124ed1e042c8d706f7f55a640ed,82514,results,projections_meta,Phi-4-14B,heldout,det,correct,s04_projections,2,2,
Phi/heldout_DET_correct_deepsign/s05_ablations/det_4x4_correct_deepsign_expD_prime_mlp_mean_ablation.json,406cd0ff9cc1710b827b1d8dd21e0912,444714,results,s05_ablations,Phi-4-14B,heldout,det,correct,s05_ablations,149,6,
Phi/heldout_DET_correct_deepsign/s05_ablations/det_4x4_correct_deepsign_expE_prime_joint_mean_ablation.json,5be70d1f683710b1b6e7767ff62c3d8e,130071,results,s05_joint,Phi-4-14B,heldout,det,correct,s05_ablations,150,3,
Phi/heldout_DET_correct_deepsign/s06_direction_subtraction/det_4x4_correct_deepsign_expG_prime_bias_subtraction_a0.5-1-2-3.json,d7285b973ed098372cb1ea1c5ce3a9ab,470875,results,s06_edits,Phi-4-14B,heldout,det,correct,s06_direction_subtraction,140,63,
Phi/heldout_DET_correct_deepsign/s08_c2_steering/det_4x4_correct_deepsign_c2_on_correct.json,62ffaa92835881b24472e2082ece3434,144170,results,meta_results,Phi-4-14B,heldout,det,correct,s08_c2_steering,2,23,
Phi/heldout_DET_correct_deepsign/s09_judge/det_4x4_correct_deepsign_judge_crossdomain.json,ba838a174263d967d82b3d7d8a37d924,131806,results,meta_results,Phi-4-14B,heldout,det,correct,s09_judge,2,23,
Phi/heldout_DET_error/det_4x4_error_targets.json,a1f122a5fdfbd16501e7138bcb7abdd0,3650,config_targets,,Phi-4-14B,heldout,det,error,root,,0,
Phi/heldout_DET_error/s01_logit_lens/det_4x4_error_expA_logit_lens.json,91c22430e7c81e159865d842f3119ad3,190097,results,lens_standard,Phi-4-14B,heldout,det,error,s01_logit_lens,150,12,
Phi/heldout_DET_error/s02_dla/det_4x4_error_expB_dla.json,28e7890e26a7b9450b001fe05d939db9,1760152,results,dla_standard,Phi-4-14B,heldout,det,error,s02_dla,150,124,
Phi/heldout_DET_error/s02_dla/det_4x4_error_exp_matched_dla.json,7e4981dbb18bd06ebf28b9e9bcf088fb,355792,results,dla_standard,Phi-4-14B,heldout,det,error,s02_dla,150,124,
